date,keywords,headline,source,doc_type,web_url,news_desk,section,snippet,lead_paragraph
2011-05-22T13:19:07Z,,Palestinians plan fresh protests to mark war anniversary,Guardian,,http://www.theguardian.com/world/2011/may/22/palestinian-protests-war-anniversary,,world,,
2011-05-24T09:13:25Z,,Young human rights reporter of the year 2011 - lower secondary school runner up,Guardian,,http://www.theguardian.com/education/2011/may/24/schools-human-rights2,,education,,
2011-05-25T19:05:59Z,,Refugees from Libya attacked in Tunisian desert,Guardian,,http://www.theguardian.com/world/2011/may/25/libya-refugees-gaddafi-regime-attacked,,world,,
2011-05-26T10:50:00Z,,Opinion - sign Edinburgh's card of LGBT solidarity with Moscow,Guardian,,http://www.theguardian.com/edinburgh/2011/may/26/edinburgh-lgbt-pride-moscow,,edinburgh,,
2011-05-28T20:00:00Z,,UK training Saudi forces used to crush Arab spring,Guardian,,http://www.theguardian.com/world/2011/may/28/uk-training-saudi-troops,,world,,
2011-06-04T23:04:00Z,,Formula One: grand prix grandees steer past Bahrain's bloodstained realities,Guardian,,http://www.theguardian.com/world/2011/jun/05/formula-one-ecclestone-bahrain-uprising,,world,,
2011-06-05T19:04:13Z,,Israeli troops clash on Syrian border with protesters marking six-day war,Guardian,,http://www.theguardian.com/world/2011/jun/05/israel-syria-violence-border-protest,,world,,
2011-06-05T16:01:33Z,,Indian police break up yoga guru's anti-corruption protest,Guardian,,http://www.theguardian.com/world/2011/jun/05/india-yoga-guru-corruption-protest,,world,,
2011-06-07T11:06:56Z,,Bahrain police break up Shia marches - video,Guardian,,http://www.theguardian.com/world/video/2011/jun/07/bahrain-protests-police-attacks-mourners-video,,world,,
2011-06-10T16:30:24Z,,26 January 2011: Guardian journalist arrested in crackdown on Cairo protestors,Guardian,,http://www.theguardian.com/theguardian/from-the-archive-blog/2011/jun/10/guardian190-arab-spring-egypt-2011,,theguardian,,
2011-06-10T13:30:00Z,,The true spiritual leader of Iran is Rumi | Melody Moezzi,Guardian,,http://www.theguardian.com/commentisfree/belief/2011/jun/10/rumi-spiritual-guide-iran,,commentisfree,,
2011-06-11T00:54:00Z,,Syrian army enters besieged town as protests leave at least  20 dead ,Guardian,,http://www.theguardian.com/world/2011/jun/10/syria-protests-refugees-turkey,,world,,
2011-06-13T12:07:42Z,,Chinese riots enter third day,Guardian,,http://www.theguardian.com/world/2011/jun/13/china-riots-enter-third-day,,world,,
2011-06-15T17:53:16Z,,Greece in turmoil as Papandreou tries to salvage government,Guardian,,http://www.theguardian.com/world/2011/jun/15/greece-prime-minister-george-papandreou,,world,,
2011-06-15T18:50:53Z,,Syrians vow to overcome violent crackdown by Assad's troops,Guardian,,http://www.theguardian.com/world/2011/jun/15/syrians-vow-to-overcome-assad-violence,,world,,
2011-06-15T17:36:00Z,,"In Greece, we see democracy in action | Costas Douzinas",Guardian,,http://www.theguardian.com/commentisfree/2011/jun/15/greece-europe-outraged-protests,,commentisfree,,
2011-06-16T18:30:00Z,,Our vision for a post-Saleh Yemen | Tariq Aldoais,Guardian,,http://www.theguardian.com/commentisfree/2011/jun/16/yemen-post-saleh-vision,,commentisfree,,
2011-06-16T19:11:54Z,,Greek PM Papandreou battles to form new government amid economic crisis,Guardian,,http://www.theguardian.com/world/2011/jun/16/george-papandreou-new-greek-government,,world,,
2011-06-17T08:00:00Z,,"Syria, Saudi Arabia and Middle East unrest - Friday 17 June 2011",Guardian,,http://www.theguardian.com/world/middle-east-live/2011/jun/17/syria-saudiarabia-middle-east-unrest-live,,world,,
2011-06-20T14:50:05Z,,Greek tourist industry thriving despite debt crisis and unrest,Guardian,,http://www.theguardian.com/world/2011/jun/20/greece-tourism-thriving-debt-crisis,,world,,
2011-06-21T13:09:06Z,,Rory McIlroy gives a US Open masterclass  ,Guardian,,http://www.theguardian.com/sport/2011/jun/21/guardian-weekly-sports-diary,,sport,,
2011-06-24T17:53:16Z,,Eight killed as Syrians dismiss President Assad's belated reform offers,Guardian,,http://www.theguardian.com/world/2011/jun/24/mass-anti-regime-protests-syria,,world,,
2011-06-24T19:48:47Z,,Bravado masks fatalism among Britain's Greek diaspora,Guardian,,http://www.theguardian.com/world/2011/jun/24/zoe-williams-sketch-britains-greek-diaspora,,world,,
2011-06-25T10:18:58Z,,Syrians pour into Lebanon after Friday protest killings,Guardian,,http://www.theguardian.com/world/2011/jun/25/syrians-flee-lebanon-protest-killings,,world,,
2011-06-27T16:51:00Z,,River Plate relegation riots give way to despair,Guardian,,http://www.theguardian.com/world/2011/jun/27/river-plate-fans-riot-relegation-despair,,football,,
2011-06-28T19:46:50Z,,Greece: Teargas and anger before crucial debts vote,Guardian,,http://www.theguardian.com/world/2011/jun/28/greece-debt-austerity-measures-protest,,world,,
2011-06-28T23:18:00Z,,Discobolus: Greece erupts as government sells assets - cartoon,Guardian,,http://www.theguardian.com/commentisfree/cartoon/2011/jun/29/euro-euro,,commentisfree,,
2011-06-28T09:22:00Z,,Greek general strike and austerity debate - live coverage,Guardian,,http://www.theguardian.com/world/blog/2011/jun/28/greek-general-strike-austerity-debate,,world,,
2011-06-29T09:03:00Z,,"Protesters clash with riot police in Tahrir Square, Cairo – in pictures",Guardian,,http://www.theguardian.com/world/gallery/2011/jun/29/egypt-protest-pictures,,world,,
2011-06-29T11:41:00Z,,"Athens riots: Greek general strike, day 2 - in pictures",Guardian,,http://www.theguardian.com/world/gallery/2011/jun/29/athens-riots-greek-general-strike-in-pictures,,world,,
2011-06-29T09:17:00Z,,Greece austerity vote and demonstrations - Wednesday 29 June 2011,Guardian,,http://www.theguardian.com/world/blog/2011/jun/29/greece-austerity-vote-demonstrations,,world,,
2011-06-29T20:01:55Z,,Greece votes for five-year austerity plan,Guardian,,http://www.theguardian.com/world/2011/jun/29/greece-votes-for-austerity-plan,,world,,
2011-06-29T20:41:34Z,,River Plate accused of allowing ultras to threaten referee at half-time,Guardian,,http://www.theguardian.com/football/2011/jun/29/river-plate-referee-death-threats,,football,,
2011-06-29T22:32:03Z,,Greece and austerity: Brussels v the people | Editorial,Guardian,,http://www.theguardian.com/commentisfree/2011/jun/29/greece-austerity-brussels-people,,commentisfree,,
2011-06-29T07:24:00Z,,Markets optimistic Greek austerity package will pass,Guardian,,http://www.theguardian.com/business/blog/2011/jun/29/greece-austerity-vote-markets-confident,,business,,
2011-06-29T08:09:00Z,,"Egypt, Libya and Middle East unrest - Wednesday 29 June 2011",Guardian,,http://www.theguardian.com/world/middle-east-live/2011/jun/29/egypt-libya-middle-east-unrest-live,,world,,
2011-06-30T10:40:00Z,,Egyptian police respond to Cairo protests - video,Guardian,,http://www.theguardian.com/world/video/2011/jun/30/cairo-street-clashes-demonstrators-police-egypt,,world,,
2011-06-30T20:00:08Z,,Today Greece. Tomorrow Europe's Gucci-clad elite | Paul Mason,Guardian,,http://www.theguardian.com/commentisfree/2011/jun/30/today-greece-gucci-elite-eurozone,,commentisfree,,
2011-06-30T13:13:13Z,,"In Greece, the painful start of the first advanced-democracy revolution | Matina Stevis",Guardian,,http://www.theguardian.com/commentisfree/2011/jun/30/greece-revolution-athenian,,commentisfree,,
2011-07-01T19:31:58Z,,Greek police face investigation after protest violence,Guardian,,http://www.theguardian.com/world/2011/jul/01/greek-police-investigation-protest-violence,,world,,
2011-07-01T07:53:00Z,,"Syria, Libya and Middle East unrest - Friday 1 July 2011",Guardian,,http://www.theguardian.com/world/middle-east-live/2011/jul/01/syria-libya-middle-east-unrest-live,,world,,
2011-07-08T17:15:35Z,,Friday prayers in Egypt erupt into angry protest at military rulers,Guardian,,http://www.theguardian.com/world/2011/jul/08/egypt-erupt-angry-protest-military,,world,,
2011-07-08T07:16:00Z,,"Syria, Egypt, Yemen and Middle East unrest - 8 July 2011",Guardian,,http://www.theguardian.com/world/middle-east-live/2011/jul/08/syria-egypt-yemen-middle-east-unrest-live,,world,,
2011-07-09T09:00:00Z,,Greece has woken up to debtocracy | Aris Chatzistefanou and Katerina Kitidi,Guardian,,http://www.theguardian.com/commentisfree/2011/jul/09/greece-debtocracy,,commentisfree,,
2011-07-10T19:31:16Z,,Malaysia's leader warned: reform elections or risk revolution,Guardian,,http://www.theguardian.com/world/2011/jul/10/malaysia-leader-reform-elections-revolution,,world,,
2011-07-11T19:25:00Z,,Let them eat doughnuts: the US response to Bahrain's oppression | Mehdi Hasan,Guardian,,http://www.theguardian.com/commentisfree/2011/jul/11/west-averts-eyes-brutes-bahrain,,commentisfree,,
2011-07-13T18:30:01Z,,Malaysia's Najib must abandon the Mubarak model | Simon Tisdall,Guardian,,http://www.theguardian.com/commentisfree/2011/jul/13/malaysia-najib-cameron-protesters,,commentisfree,,
2011-07-15T18:51:20Z,,The fight to rescue the Arab spring,Guardian,,http://www.theguardian.com/world/2011/jul/15/arab-spring-rescue-renewed-protesters,,world,,
2011-07-15T19:20:46Z,,Protesters shot dead on Syrian day of defiance,Guardian,,http://www.theguardian.com/world/2011/jul/15/syria-protests-friday-prayers-million,,world,,
2011-07-15T14:14:22Z,,The struggle to document Egypt's revolution,Guardian,,http://www.theguardian.com/world/2011/jul/15/struggle-to-document-egypt-revolution,,world,,
2011-07-15T08:22:00Z,,"Syria, Libya and Middle East unrest - Friday 15 July 2011",Guardian,,http://www.theguardian.com/world/middle-east-live/2011/jul/15/syria-libya-middle-east-unrest-live,,world,,
2011-07-17T09:43:00Z,,"Syria, Libya and Middle East unrest - Sunday  17 July 2011",Guardian,,http://www.theguardian.com/world/middle-east-live/2011/jul/17/syria-libya-middle-east-unrest-live-updates,,world,,
2011-07-18T08:14:00Z,,"Syria, Libya and Middle East unrest - Monday 18 July 2011",Guardian,,http://www.theguardian.com/world/middle-east-live/2011/jul/18/syria-egypt-middle-east-unrest-live,,world,,
2011-07-21T18:19:00Z,,Malawi protesters killed during anti-regime riots,Guardian,,http://www.theguardian.com/world/2011/jul/21/malawi-protesters-killed-anti-regime-riots,,world,,
2011-07-22T20:28:27Z,,Mass Syrian protest against Assad regime adds to death toll,Guardian,,http://www.theguardian.com/world/2011/jul/22/mass-syrian-protest-assad-deaths,,world,,
2011-07-22T07:59:00Z,,"Syria, Libya and Middle East unrest - Friday 22 July 2011",Guardian,,http://www.theguardian.com/world/middle-east-live/2011/jul/22/syria-libya-middle-east-unrest-live,,world,,
2011-07-25T08:44:00Z,,"Syria, Libya and Middle East unrest - Monday 25 July 2011",Guardian,,http://www.theguardian.com/world/middle-east-live/2011/jul/25/syria-libya-middle-east-unrest-live,,world,,
2011-08-05T18:20:09Z,,Chile student protests explode into violence,Guardian,,http://www.theguardian.com/world/2011/aug/05/chile-student-protests-violence,,world,,
2011-08-05T08:59:03Z,,Economic turmoil: This is probably not the time to panic | Michael White,Guardian,,http://www.theguardian.com/politics/blog/2011/aug/05/michael-white-economic-turmoil-panic,,politics,,
2011-08-09T20:06:31Z,,Urban riots: The battle for the streets | Editorial,Guardian,,http://www.theguardian.com/commentisfree/2011/aug/09/urban-riots-battle-streets-editorial,,commentisfree,,
2011-08-10T09:09:00Z,,National newspapers united in their backing for police to regain order,Guardian,,http://www.theguardian.com/media/greenslade/2011/aug/10/national-newspapers-london-riots,,media,,
2011-08-11T13:25:14Z,,David Cameron's Dalek-esque speech was below par | John Harris,Guardian,,http://www.theguardian.com/commentisfree/2011/aug/11/david-cameron-speech-riots,,commentisfree,,
2011-08-11T21:37:40Z,,"Cameron sounded like his hero, Tony Blair | Simon Hoggart's sketch",Guardian,,http://www.theguardian.com/politics/2011/aug/11/david-cameron-riots-commons-hoggart,,politics,,
2011-08-12T18:36:02Z,,Syria violence spreads to commercial capital Aleppo,Guardian,,http://www.theguardian.com/world/2011/aug/12/syria-violence-spreads-aleppo,,world,,
2011-08-12T17:12:17Z,,How youth-led revolts shook elites around the world,Guardian,,http://www.theguardian.com/world/2011/aug/12/youth-led-revolts-shook-world,,world,,
2011-08-24T14:55:20Z,,"Chile's Commander Camila, the student who can shut down a city",Guardian,,http://www.theguardian.com/world/2011/aug/24/chile-student-leader-camila-vallejo,,world,,
2011-08-29T08:23:00Z,,Libya: rebels surround Gaddafi's Sirte stronghold - Monday 29 August 2011,Guardian,,http://www.theguardian.com/world/middle-east-live/2011/aug/29/libya-rebels-hunt-gaddafi-sirte-live-updates,,world,,
2011-08-30T11:27:28Z,,Israeli military arms settlers in preparation for Palestinian protests,Guardian,,http://www.theguardian.com/world/2011/aug/30/israeli-military-arms-settlers-protests,,world,,
2011-08-31T08:04:00Z,,Libya: Gaddafi loyalists refuse to surrender - Wednesday 31 August 2011,Guardian,,http://www.theguardian.com/world/middle-east-live/2011/aug/31/libya-gaddafi-loyalist-refuse-surrender-live-updates,,world,,
2011-09-05T13:36:08Z,,West Bank mosque damaged by settlers in revenge attack,Guardian,,http://www.theguardian.com/world/2011/sep/05/revenge-attack-settlements-west-bank,,world,,
2011-09-05T19:23:30Z,,Iranian greens fear disaster as Lake Orumieh shrinks,Guardian,,http://www.theguardian.com/world/2011/sep/05/iran-greens-lake-orumieh-shrinks,,environment,,
2011-09-09T18:20:50Z,,Syrian soldiers executed for refusing to target activists,Guardian,,http://www.theguardian.com/world/2011/sep/09/syrian-soldiers-executed-damascus-barracks,,world,,
2011-09-09T15:56:02Z,,Explainer: Why are people protesting in Swaziland? | Mark Tran,Guardian,,http://www.theguardian.com/global-development/2011/sep/09/explainer-swaziland-protests,,global-development,,
2011-09-10T10:01:00Z,,Israel evacuates ambassador to Egypt after embassy attack,Guardian,,http://www.theguardian.com/world/2011/sep/10/egypt-declares-state-alert-embassy,,world,,
2011-09-10T18:17:41Z,,Cairo Israeli embassy attack: 'Staff feared for their lives',Guardian,,http://www.theguardian.com/world/2011/sep/10/cairo-israeli-embassy-attack,,world,,
2011-09-14T16:15:00Z,,US steps up pressure on Palestinians to drop UN statehood bid,Guardian,,http://www.theguardian.com/world/2011/sep/14/palestinians-pressure-united-nations-statehood,,world,,
2011-09-16T11:58:25Z,,Malaysia prime minister promises to scrap tough security laws,Guardian,,http://www.theguardian.com/world/2011/sep/16/malaysia-prime-minister-security-laws,,world,,
2011-09-16T16:03:00Z,,"Libya, Syria and Middle East unrest - Friday 16 September 2011",Guardian,,http://www.theguardian.com/world/middle-east-live/2011/sep/16/libya-syria-middle-east-unrest-live,,world,,
2011-09-19T17:29:00Z,,"Yemen, Libya and Middle East unrest - Monday 19 September 2011",Guardian,,http://www.theguardian.com/world/middle-east-live/2011/sep/19/yemen-libya-middle-east-unrest,,world,,
2011-09-22T03:01:00Z,,Troy Davis executed after supreme court refuses last-minute reprieve,Guardian,,http://www.theguardian.com/world/2011/sep/22/troy-davis-execution-goes-ahead,,us-news,,
2011-09-23T15:02:00Z,,Palestinian man shot dead in clash with Israeli soldiers,Guardian,,http://www.theguardian.com/world/2011/sep/23/west-bank-violence-palestinian-state,,world,,
2011-09-24T14:35:53Z,,"While the diplomats haggle, deadly tensions   are mounting in the nascent Palestine",Guardian,,http://www.theguardian.com/world/2011/sep/24/palestinian-statehood-tension-settlers,,world,,
2011-09-25T19:29:00Z,,"If capitalism has failed, how the hell do we pay for our Shreddies? | Charlie Brooker",Guardian,,http://www.theguardian.com/commentisfree/2011/sep/25/charlie-brooker-capitalism-and-shreddies,,commentisfree,,
2011-09-27T14:56:32Z,,Bolivian president Evo Morales suspends Amazon road project,Guardian,,http://www.theguardian.com/world/2011/sep/27/bolivian-president-suspends-amazon-road,,world,,
2011-10-05T22:06:00Z,,Eurozone debt crisis: Markets rally on bank recapitalisation hopes - Live,Guardian,,http://www.theguardian.com/business/blog/2011/oct/05/european-debt-crisis-live,,business,,
2011-10-07T17:30:00Z,,So Greeks don't have a right to protest? | Pandelis Boukalas,Guardian,,http://www.theguardian.com/commentisfree/2011/oct/07/greek-protest-syntagma-square,,commentisfree,,
2011-10-11T16:21:29Z,,Cairo witnesses blame security forces for bloodshed at Coptic march,Guardian,,http://www.theguardian.com/world/2011/oct/11/cairo-witnesses-security-forces-bloodshed,,world,,
2011-10-11T15:52:00Z,,Libya: the battle for Sirte continues  – Tuesday 11 October 2011 ,Guardian,,http://www.theguardian.com/world/middle-east-live/2011/oct/11/libya-battle-for-sirte-continues-live-updates,,world,,
